PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,detected_samples,missing_pct,median_positive_abundance
P26038,MSN,Moesin,MOES_HUMAN,0.9804813747983628,0.0016233766233766,67820.04,519,0.0,1027.732299804688
P26196,DDX6,Probable ATP-dependent RNA helicase DDX6,DDX6_HUMAN,1.592026161654782,0.0073810825587752,54416.8,98,81.11753371868978,100.09196853637692
P26368,U2AF2,Splicing factor U2AF 65 kDa subunit,U2AF2_HUMAN,1.290676379563118,0.0073810825587752,53500.97,158,69.55684007707129,75.98596572875977
P26373,RPL13,Large ribosomal subunit protein eL13,RL13_HUMAN,1.104277209302843,0.0016233766233766,24261.47,388,25.240847784200387,96.6944694519043
P26440,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD_HUMAN,1.877510006418266,0.0073810825587752,46650.79,89,82.85163776493256,90.580322265625
P26447,S100A4,Protein S100-A4,S10A4_HUMAN,0.7155885476506181,0.0016233766233766,11728.51,519,0.0,1628.85693359375
P26572,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1_HUMAN,0.5848771010643006,0.0040983606557377,50878.36,518,0.1926782273603083,638.828857421875
P26583,HMGB2,High mobility group protein B2,HMGB2_HUMAN,1.184271320647603,0.0016233766233766,24033.75,441,15.028901734104046,244.5705108642578
P26599,PTBP1,Polypyrimidine tract-binding protein 1,PTBP1_HUMAN,1.278247090359024,0.006765899864682,59633.06,392,24.470134874759154,133.93397521972656
P26639,TARS1,"Threonine--tRNA ligase 1, cytoplasmic",SYTC_HUMAN,2.190953858108041,0.0073810825587752,83435.09,181,65.1252408477842,77.93341064453125
P26640,VARS1,Valine--tRNA ligase,SYVC_HUMAN,1.583520181098406,0.0072727272727272,140476.01,109,78.9980732177264,53.65261840820312
P26641,EEF1G,Elongation factor 1-gamma,EF1G_HUMAN,5.764701432149851,0.0040983606557377,50118.81,480,7.514450867052023,142.02886962890625
P26885,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2_HUMAN,0.845564546681618,0.0073810825587752,15649.26,259,50.09633911368015,319.6457214355469
P26927,MST1,Hepatocyte growth factor-like protein,HGFL_HUMAN,1.490485554342414,0.0040983606557377,80319.87,507,2.312138728323699,317.3045043945312
P27105,STOM,Stomatin,STOM_HUMAN,1.393865414341278,0.0040983606557377,31730.79,518,0.1926782273603083,692.2293090820312
P27169,PON1,Serum paraoxonase/arylesterase 1,PON1_HUMAN,0.4797449027430246,0.0040983606557377,39731.31,519,0.0,114285.3671875
P27338,MAOB,Amine oxidase [flavin-containing] B,AOFB_HUMAN,0.961138903540018,0.0073810825587752,58762.88,53,89.78805394990366,89.50445556640625
P27348,YWHAQ,14-3-3 protein theta,1433T_HUMAN,1.545781142655392,0.0016233766233766,27764.24,467,10.01926782273603,138.4788513183594
P27361,MAPK3,Mitogen-activated protein kinase 3,MK03_HUMAN,1.141873169551497,0.0073810825587752,43135.57,102,80.34682080924856,55.72370719909668
P27482,CALML3,Calmodulin-like protein 3,CALL3_HUMAN,0.8126620047091803,0.0055467511885895,16890.7,518,0.1926782273603083,1583.731750488281
P27635,RPL10,Large ribosomal subunit protein uL16,RL10_HUMAN,1.11707151399989,0.0073810825587752,24576.86,261,49.71098265895954,548.728515625
P27694,RPA1,Replication protein A 70 kDa DNA-binding subunit,RFA1_HUMAN,1.051973888756415,0.0073810825587752,68138.19,71,86.31984585741812,67.36138153076172
P27695,APEX1,DNA repair nuclease/redox regulator APEX1,APEX1_HUMAN,1.139409272200319,0.0073810825587752,35554.5,229,55.8766859344894,89.28269958496094
P27708,CAD,Multifunctional protein CAD,PYR1_HUMAN,1.60439886110477,0.0072727272727272,242983.72,236,54.52793834296724,59.044410705566406
P27797,CALR,Calreticulin,CALR_HUMAN,0.4276584862345319,0.0016233766233766,48141.56,519,0.0,4171.36474609375
P27816,MAP4,Microtubule-associated protein 4,MAP4_HUMAN,1.299103284651967,0.0072727272727272,121004.97,160,69.17148362235068,92.58745956420898
P27824,CANX,Calnexin,CALX_HUMAN,0.5980991825134193,0.0016233766233766,67568.3,519,0.0,2202.98583984375
P27918,CFP,Properdin,PROP_HUMAN,1.197284053858529,0.0073810825587752,51276.37,277,46.628131021194605,526.8235473632812
P27986,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha,P85A_HUMAN,1.227796433414035,0.0073810825587752,83598.39,73,85.9344894026975,36.60270690917969
P27987,ITPKB,Inositol-trisphosphate 3-kinase B,IP3KB_HUMAN,1.125638882292227,0.0073810825587752,102376.17,39,92.48554913294798,42.47758483886719
P28062,PSMB8,Proteasome subunit beta type-8,PSB8_HUMAN,0.9578398178229268,0.0073810825587752,30354.26,107,79.38342967244701,75.79114532470703
P28065,PSMB9,Proteasome subunit beta type-9,PSB9_HUMAN,1.98006034152048,0.0073810825587752,23264.3,197,62.042389210019266,899.5059814453125
P28066,PSMA5,Proteasome subunit alpha type-5,PSA5_HUMAN,0.8359223969126942,0.006765899864682,26411.03,471,9.248554913294797,176.7294006347656
P28070,PSMB4,Proteasome subunit beta type-4,PSB4_HUMAN,0.9107577967370372,0.0040983606557377,29204.23,397,23.50674373795761,144.0343627929688
P28072,PSMB6,Proteasome subunit beta type-6,PSB6_HUMAN,0.7261588386344922,0.0073810825587752,25357.71,478,7.89980732177264,171.8386688232422
P28074,PSMB5,Proteasome subunit beta type-5,PSB5_HUMAN,0.7484019445070094,0.0072727272727272,28480.27,425,18.11175337186898,138.4606781005859
P28161,GSTM2,Glutathione S-transferase Mu 2,GSTM2_HUMAN,1.142017125942629,0.0073810825587752,25744.65,155,70.13487475915221,63.19160461425781
P28289,TMOD1,Tropomodulin-1,TMOD1_HUMAN,1.140417058229674,0.0040983606557377,40569.16,384,26.011560693641616,209.43917083740234
P28300,LOX,Protein-lysine 6-oxidase,LYOX_HUMAN,0.9310888927075348,0.0058910162002945,46944.08,416,19.845857418111752,192.0125961303711
P28331,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUS1_HUMAN,0.8838710240629764,0.0072727272727272,79467.5,180,65.3179190751445,115.58830261230466
P28482,MAPK1,Mitogen-activated protein kinase 1,MK01_HUMAN,0.7495870011554865,0.0072727272727272,41389.7,511,1.5414258188824663,818.6572265625
P28676,GCA,Grancalcin,GRAN_HUMAN,2.00618434027652,0.0016233766233766,24010.01,459,11.560693641618498,279.1279296875
P28838,LAP3,Cytosol aminopeptidase,AMPL_HUMAN,1.566448702710638,0.0040983606557377,56166.34,446,14.065510597302506,101.08867263793945
P28906,CD34,Hematopoietic progenitor cell antigen CD34,CD34_HUMAN,0.6070782330990108,0.0016233766233766,40716.46,516,0.5780346820809248,1871.532348632812
P28907,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38_HUMAN,0.5583945075684729,0.0073810825587752,34328.42,268,48.36223506743738,115.6434173583984
P29034,S100A2,Protein S100-A2,S10A2_HUMAN,2.252039282378702,0.0080321285140562,11116.76,162,68.78612716763006,250.40735626220703
P29122,PCSK6,Proprotein convertase subtilisin/kexin type 6,PCSK6_HUMAN,1.328268281397086,0.0016233766233766,106420.08,506,2.5048169556840074,477.7090606689453
P29144,TPP2,Tripeptidyl-peptidase 2,TPP2_HUMAN,1.084237132362861,0.0072727272727272,138349.87,415,20.03853564547206,166.7390594482422
P29218,IMPA1,Inositol monophosphatase 1,IMPA1_HUMAN,1.179146369391324,0.0073810825587752,30188.8,296,42.96724470134875,106.30971908569336
P29279,CCN2,CCN family member 2,CCN2_HUMAN,1.261819877337686,0.0072727272727272,38091.43,425,18.11175337186898,293.6248168945312
P29350,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,PTN6_HUMAN,1.600824192976991,0.0040983606557377,67561.13,487,6.165703275529865,193.9311065673828
P29373,CRABP2,Cellular retinoic acid-binding protein 2,RABP2_HUMAN,2.439637262066336,0.0073810825587752,15693.01,45,91.32947976878613,56.80442810058594
P29401,TKT,Transketolase,TKT_HUMAN,2.189075934639134,0.006765899864682,67877.63,468,9.826589595375722,98.63306045532227
P29466,CASP1,Caspase-1,CASP1_HUMAN,0.968220797671968,0.0089686098654708,45158.61,148,71.48362235067437,75.88832092285156
P29508,SERPINB3,Serpin B3,SPB3_HUMAN,3.503964427444045,0.0040983606557377,44564.59,460,11.368015414258188,260.3946228027344
P29622,SERPINA4,Kallistatin,KAIN_HUMAN,0.565053285213449,0.0040983606557377,48541.96,519,0.0,9523.5859375
P29692,EEF1D,Elongation factor 1-delta,EF1D_HUMAN,1.351154736515115,0.0072727272727272,31121.83,372,28.32369942196532,130.5215759277344
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,MARCS_HUMAN,0.5762939779462817,0.0072727272727272,31554.66,502,3.275529865125241,155.87570190429685
P29972,AQP1,Aquaporin-1,AQP1_HUMAN,0.8148787775189684,0.0073810825587752,28526.01,168,67.63005780346822,215.83209228515625
P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,GNA11_HUMAN,1.541510607365367,0.0072727272727272,42123.33,491,5.394990366088632,178.9899139404297
P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",AL4A1_HUMAN,1.04986184461089,0.0073810825587752,61719.47,69,86.70520231213872,77.11822509765625
P30040,ERP29,Endoplasmic reticulum resident protein 29,ERP29_HUMAN,1.804125682198116,0.0073810825587752,28993.43,400,22.928709055876688,136.16148376464844
P30041,PRDX6,Peroxiredoxin-6,PRDX6_HUMAN,1.044710969353653,0.0040983606557377,25034.98,519,0.0,1527.909423828125
P30043,BLVRB,Flavin reductase (NADPH),BLVRB_HUMAN,1.282016127952926,0.0030581039755351,22119.34,519,0.0,831.5896606445312
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",PRDX5_HUMAN,1.694058408796787,0.0040983606557377,22086.43,470,9.441233140655106,180.46835327148435
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3_HUMAN,2.056371715014377,0.0040983606557377,27692.65,408,21.38728323699422,126.39492797851565
P30049,ATP5F1D,"ATP synthase F(1) complex subunit delta, mitochondrial",ATPD_HUMAN,1.407854777666646,0.0072727272727272,17489.95,128,75.33718689788054,101.31816482543945
P30050,RPL12,Large ribosomal subunit protein uL11,RL12_HUMAN,0.9421184095212418,0.0073810825587752,17818.58,403,22.350674373795762,187.2152709960937
P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",ECHM_HUMAN,1.892247652281697,0.0073810825587752,31387.38,85,83.62235067437379,102.4745941162109
P30085,CMPK1,UMP-CMP kinase,KCY_HUMAN,1.219853737543816,0.0073810825587752,22222.33,390,24.85549132947977,161.7724533081055
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,PEBP1_HUMAN,1.221976292216828,0.0040983606557377,21056.78,489,5.780346820809249,233.0174102783203
P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,0.8342281960643293,0.0016233766233766,56782.38,519,0.0,1743.423095703125
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,2AAA_HUMAN,0.8753154506122548,0.0016233766233766,65308.58,504,2.8901734104046244,244.75539398193354
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,2AAB_HUMAN,0.8544592503592584,0.0073810825587752,66213.52,222,57.22543352601156,67.2622299194336
P30273,FCER1G,High affinity immunoglobulin epsilon receptor subunit gamma,FCERG_HUMAN,1.152937255983517,0.0040983606557377,9667.47,491,5.394990366088632,300.0338439941406
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF_HUMAN,1.401020423643027,0.0073810825587752,22040.24,130,74.95183044315993,82.98832321166992
P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1,NMT1_HUMAN,0.9343111371622173,0.0073810825587752,56806.18,121,76.6859344894027,58.82058715820312
P30520,ADSS2,Adenylosuccinate synthetase isozyme 2,PURA2_HUMAN,1.429666017594804,0.0073810825587752,50097.36,118,77.26396917148362,68.92010879516602
P30530,AXL,Tyrosine-protein kinase receptor UFO,UFO_HUMAN,0.6074793896962093,0.0016233766233766,98336.71,364,29.865125240847785,102.57342910766599
P30566,ADSL,Adenylosuccinate lyase,PUR8_HUMAN,1.02181413953733,0.0040983606557377,54889.27,344,33.71868978805395,103.32054138183595
P30613,PKLR,Pyruvate kinase PKLR,KPYR_HUMAN,1.185970616539053,0.0016233766233766,61830.16,516,0.5780346820809248,1001.707000732422
P30626,SRI,Sorcin,SORCN_HUMAN,1.006851266972689,0.0073810825587752,21676.38,412,20.616570327552985,246.86849975585935
P30711,GSTT1,Glutathione S-transferase theta-1,GSTT1_HUMAN,4.105202240226106,0.0073810825587752,27335.03,25,95.18304431599229,29.87874603271484
P30740,SERPINB1,Leukocyte elastase inhibitor,ILEU_HUMAN,1.821586277497721,0.0016233766233766,42741.8,496,4.431599229287091,226.89086151123047
P30825,SLC7A1,High affinity cationic amino acid transporter 1,CTR1_HUMAN,1.081448662363411,0.0016233766233766,67638.36,380,26.78227360308285,177.7604217529297
P30990,NTS,Neurotensin/neuromedin N,NEUT_HUMAN,0.49445954554433,0.0016233766233766,19794.95,496,4.431599229287091,509.75579833984375
P31025,LCN1,Lipocalin-1,LCN1_HUMAN,1.93676439454882,0.0016233766233766,19250.01,422,18.689788053949904,191.13662719726562
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA_HUMAN,1.18376465029879,0.0072727272727272,72691.51,192,63.005780346820806,106.75075912475586
P31146,CORO1A,Coronin-1A,COR1A_HUMAN,1.611748497109446,0.0040983606557377,51026.25,517,0.3853564547206166,610.066650390625
P31150,GDI1,Rab GDP dissociation inhibitor alpha,GDIA_HUMAN,1.444516529770444,0.006765899864682,50582.72,355,31.59922928709056,140.9661407470703
P31151,S100A7,Protein S100-A7,S10A7_HUMAN,3.207328740487984,0.0072727272727272,11470.97,476,8.285163776493256,509.13226318359375
P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,METK2_HUMAN,1.377005366982697,0.0040983606557377,43660.67,131,74.75915221579962,103.6165237426758
P31323,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit,KAP3_HUMAN,1.556507673393482,0.0073810825587752,46302.08,214,58.76685934489403,82.18109512329102
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPSM_HUMAN,1.256247776780599,0.0040983606557377,164939.45,476,8.285163776493256,156.52049255371094
P31431,SDC4,Syndecan-4,SDC4_HUMAN,1.012073841883126,0.0030581039755351,21641.56,519,0.0,508.2171325683594
P31689,DNAJA1,DnaJ homolog subfamily A member 1,DNJA1_HUMAN,0.7817236499047927,0.0092250922509225,44868.18,120,76.878612716763,66.69569778442383
P31749,AKT1,RAC-alpha serine/threonine-protein kinase,AKT1_HUMAN,0.7901578269312658,0.0040983606557377,55686.41,26,94.99036608863199,75.46728897094727
P31930,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial",QCR1_HUMAN,2.310484504490206,0.0073810825587752,52645.81,127,75.52986512524085,60.78900146484375
P31939,ATIC,Bifunctional purine biosynthesis protein ATIC,PUR9_HUMAN,0.9525363077132816,0.0016233766233766,64615.87,452,12.909441233140656,112.43419647216794
P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,HNRH3_HUMAN,2.038727620309643,0.006765899864682,36926.49,160,69.17148362235068,130.8699722290039
P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,HNRH1_HUMAN,1.709056611942735,0.0072727272727272,49229.46,306,41.040462427745666,176.1882705688477
P31944,CASP14,Caspase-14,CASPE_HUMAN,1.028987846046025,0.0030581039755351,27679.51,498,4.046242774566474,751.3414611816406
P31946,YWHAB,14-3-3 protein beta/alpha,1433B_HUMAN,1.467554545190581,0.0016233766233766,28082.39,519,0.0,1148.175537109375
P31947,SFN,14-3-3 protein sigma,1433S_HUMAN,4.228075654842442,0.0073810825587752,27774.06,212,59.15221579961464,75.607666015625
P31948,STIP1,Stress-induced-phosphoprotein 1,STIP1_HUMAN,1.045783007803334,0.0016233766233766,62639.25,511,1.5414258188824663,357.1449890136719
P31949,S100A11,Protein S100-A11,S10AB_HUMAN,1.529298682388002,0.0072727272727272,11740.44,504,2.8901734104046244,232.94853210449213
P32004,L1CAM,Neural cell adhesion molecule L1,L1CAM_HUMAN,0.8369191980404072,0.0016233766233766,140002.79,486,6.358381502890173,213.8602905273438
P32019,INPP5B,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",I5P2_HUMAN,0.9282538045104062,0.0073810825587752,112852.13,349,32.75529865125241,471.0811462402344
P32119,PRDX2,Peroxiredoxin-2,PRDX2_HUMAN,1.155786398310901,0.0016233766233766,21891.92,519,0.0,4756.22705078125
P32121,ARRB2,Beta-arrestin-2,ARRB2_HUMAN,1.439515999451294,0.0073810825587752,46105.77,64,87.66859344894027,43.50456428527832
P32189,GK,Glycerol kinase,GLPK_HUMAN,7.056596232618979,0.0072727272727272,61244.63,106,79.57610789980733,105.7857322692871
P32321,DCTD,Deoxycytidylate deaminase,DCTD_HUMAN,1.348131144952657,0.0073810825587752,20016,61,88.2466281310212,49.49078750610352
P32455,GBP1,Guanylate-binding protein 1,GBP1_HUMAN,3.397573972481305,0.0058910162002945,67930.73,240,53.75722543352601,256.0311965942383
P32942,ICAM3,Intercellular adhesion molecule 3,ICAM3_HUMAN,0.5316397832685701,0.0040983606557377,59540.78,519,0.0,875.293701171875
P32969,RPL9P9,Large ribosomal subunit protein uL6,RL9_HUMAN,1.388412990677056,0.0073810825587752,21863.41,242,53.371868978805395,161.83011627197266
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,ACSL1_HUMAN,0.6467093964192158,0.0073810825587752,77943.33,240,53.75722543352601,243.21356964111325
P33151,CDH5,Cadherin-5,CADH5_HUMAN,0.5313365845695425,0.0040983606557377,87528.41,519,0.0,4565.02587890625
P33176,KIF5B,Kinesin-1 heavy chain,KINH_HUMAN,1.344832442244507,0.0072727272727272,109684.86,256,50.67437379576107,60.24861145019531
P33241,LSP1,Lymphocyte-specific protein 1,LSP1_HUMAN,1.997204559289685,0.0073810825587752,37191.58,313,39.691714836223504,81.73236083984375
P33316,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",DUT_HUMAN,1.073619067289973,0.0073810825587752,26563.24,28,94.60500963391137,69.34082794189453
P33908,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",MA1A1_HUMAN,0.5012576977650961,0.0040983606557377,72968.53,519,0.0,1867.661254882812
P33992,MCM5,DNA replication licensing factor MCM5,MCM5_HUMAN,1.486359791036223,0.0073810825587752,82285.51,99,80.92485549132948,105.5861053466797
P34096,RNASE4,Ribonuclease 4,RNAS4_HUMAN,0.6434027676775254,0.0040983606557377,16840.47,338,34.8747591522158,413.9998016357422
P34896,SHMT1,"Serine hydroxymethyltransferase, cytosolic",GLYC_HUMAN,1.568468764296354,0.0073810825587752,53082.63,72,86.1271676300578,55.826290130615234
P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",GLYM_HUMAN,1.132010560405679,0.0073810825587752,55992.97,165,68.20809248554913,97.3319091796875
P34913,EPHX2,Bifunctional epoxide hydrolase 2,HYES_HUMAN,0.8684493588595095,0.0073810825587752,62615.74,97,81.31021194605009,58.66331100463867
P34932,HSPA4,Heat shock 70 kDa protein 4,HSP74_HUMAN,0.8923459120405444,0.0016233766233766,94330.92,481,7.321772639691715,140.3924102783203
P34949,MPI,Mannose-6-phosphate isomerase,MPI_HUMAN,0.9774442084598806,0.0073810825587752,46655.89,138,73.41040462427746,43.654592514038086
P35030,PRSS3,Trypsin-3,TRY3_HUMAN,0.5347225384630984,0.006765899864682,32528.83,519,0.0,2590.298095703125
P35052,GPC1,Glypican-1,GPC1_HUMAN,0.4977148046789965,0.0016233766233766,61680.22,519,0.0,250.5378875732422
P35080,PFN2,Profilin-2,PROF2_HUMAN,1.485159538900032,0.0073810825587752,15046.23,55,89.40269749518305,91.44400024414062
P35232,PHB1,Prohibitin 1,PHB1_HUMAN,1.815922180531184,0.0058910162002945,29804.1,261,49.71098265895954,124.4899444580078
P35237,SERPINB6,Serpin B6,SPB6_HUMAN,1.045458906591981,0.0075880758807588,42621.89,82,84.20038535645472,106.9252128601074
P35241,RDX,Radixin,RADI_HUMAN,0.6270576666308075,0.0016233766233766,68563.9,519,0.0,2941.10888671875
P35244,RPA3,Replication protein A 14 kDa subunit,RFA3_HUMAN,1.285807448946395,0.0072727272727272,13568.73,56,89.21001926782274,64.27410125732422
P35249,RFC4,Replication factor C subunit 4,RFC4_HUMAN,1.133886111099129,0.0073810825587752,39681.76,12,97.6878612716763,77.87373733520508
P35251,RFC1,Replication factor C subunit 1,RFC1_HUMAN,1.264240951595609,0.0073810825587752,128254.57,398,23.314065510597302,605.8798828125
P35268,RPL22,Large ribosomal subunit protein eL22,RL22_HUMAN,0.8148995618218493,0.0016233766233766,14786.99,421,18.88246628131021,259.6220092773437
P35442,THBS2,Thrombospondin-2,TSP2_HUMAN,1.202330592640004,0.0016233766233766,129991.24,519,0.0,13043.357421875
