"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FE7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FE7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FJ2","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FJ2","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FJ2","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FN4","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FN4","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FN4","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FW1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FW1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FW1","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FZ7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FZ7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96FZ7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96G03","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96G03","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96G03","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GI7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GI7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GI7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GW7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GW7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96GW7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96H15","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96H15","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96H15","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HC4","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HC4","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HC4","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HF1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HF1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96HF1","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96IY4","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96IY4","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96IY4","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96IZ5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96IZ5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96IZ5","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96J42","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96J42","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96J42","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JI7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JI7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JI7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JM4","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JM4","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JM4","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JP9","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JP9","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JP9","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JQ0","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JQ0","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96JQ0","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96K76","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96K76","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96K76","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96KN2","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96KN2","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96KN2","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96KP4","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96KP4","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96KP4","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96L46","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96L46","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96L46","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96M27","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96M27","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96M27","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96MF2","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96MF2","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q96MF2","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MT3","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MT3","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MT3","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MY7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MY7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96MY7","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96NZ9","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96NZ9","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96NZ9","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P63","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P63","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P63","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P67","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P67","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P67","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P70","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P70","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96P70","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PC5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PC5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PC5","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96PD5","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96PD5","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96PD5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL1","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PL5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PX8","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PX8","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96PX8","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96Q06","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96Q06","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96Q06","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QA5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QA5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QA5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QR1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QR1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96QR1","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RL7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RL7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RL7","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RT1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RT1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96RT1","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96S96","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q96S96","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q96S96","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96TC7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96TC7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q96TC7","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q99435","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q99435","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q99435","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99436","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99436","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99436","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99439","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99439","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99439","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99459","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99459","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99459","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99460","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99460","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99460","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99497","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99497","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99497","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99536","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99536","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99536","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99542","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99542","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q99542","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99650","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99650","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99650","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99685","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99685","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99685","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99715","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99715","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q99715","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99733","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99733","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99733","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99747","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99747","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99747","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99784","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99784","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q99784","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99816","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99816","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99816","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99832","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99832","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99832","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99895","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99895","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99895","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99969","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99969","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q99969","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99972","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99972","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99972","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99983","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q99983","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q99983","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99996","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99996","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99996","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99999","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99999","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q99999","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BPX5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BPX5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BPX5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQE5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQE5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQE5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQS7","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQS7","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BQS7","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BRK5","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BRK5","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q9BRK5","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BS26","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BS26","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BS26","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BS40","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BS40","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BS40","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSJ8","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSJ8","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSJ8","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSL1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSL1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BSL1","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BT78","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BT78","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BT78","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTT0","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTT0","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTT0","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTU6","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTU6","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BTU6","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BU40","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BU40","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BU40","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUD6","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUD6","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUD6","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUF5","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUF5","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUF5","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUL8","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUL8","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BUL8","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BUN1","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BUN1","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q9BUN1","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BV94","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BV94","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","Q9BV94","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BVC6","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BVC6","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BVC6","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BWD1","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BWD1","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","Q9BWD1","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BWP8","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","Q9BWP8","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","Q9BWP8","Acquisition",
